stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.221798,0,ROWROWSF,-86.810226,,,,ROWAN DRIVE & ROWAN COURT,ROWAN DR & ROWAN CT SB,0,ROWROWSF,
36.276203,0,WCHS,-86.819009,,,,,WHITES CREEK HIGH SCHOOL,0,WCHS,
36.073996,0,HWYHICWN,-86.925957,,,,STATE HWY 1 & MEMPHIS BRISTOL HWY,HWY 70 S & HICKS RD WB,0,HWYHICWN,
36.163373,0,LEBEASWN,-86.699707,,,,,LEBANON PIKE & EASTHAVEN TOWNHOMES,0,LEBEASWN,
36.189506,0,LEBBONWM,-86.627722,,,,LEBANON & HICKORY HILL,LEBANON PIKE & BONNABROOK DR SB,0,LEBBONWM,
36.266601,0,OLDHICNF,-86.669916,,,,,OLD HICKORY BLVD & HICKORY INDUSTRIAL DR NB,0,OLDHICNF,
36.085731,0,MURUNASF,-86.648189,,,,,MURFREESBORO PIKE & UNA ANTIOCH PK,0,MURUNASF,
36.157036,0,BRO11AEN,-86.786292,,,,BROADWAY & 11TH AV N,BROADWAY AVE & 11TH AVE N EB,0,BRO11AEN,
36.082537,0,PICORCWN,-86.652286,,,,PICCADILLY ROW & ORCHARD MOUNTAIN CT,PICADILLY ROW & ORCHARD MOUNTAIN CT WB,0,PICORCWN,
36.26648,0,OLDHICNM,-86.664749,,,,,OLD HICKORY BLVD PAST HICKORY INDUSTRIAL DR NB,0,OLDHICNM,
36.161206,0,9ACHUNN,-86.784363,,,,,9TH AVE N & CHURCH ST NB,0,9ACHUNN,
36.195344,0,PORRIVWF,-86.724169,,,,,PORTER RD & RIVERSIDE DR WB,0,PORRIVWF,
36.130596,0,WESLAUEF,-86.836713,,,,,WEST END AVE & LAUDERDALE RD EB,0,WESLAUEF,
36.159941,0,9ACOMSN,-86.783744,,,,,9TH AVE N & COMMERCE ST SB,0,9ACOMSN,
36.130925,0,WESWHIEN,-86.835718,,,,WEST END & WHITLAND,WEST END AVE & MOCKING BIRD RD EB,0,WESWHIEN,
36.190108,0,LISEVASN,-86.763935,,,,,LISCHEY AVE & EVANSTON AVE SB,0,LISEVASN,
36.200284,0,CHIMONEN,-86.75441,,,,CHICKASAW AV & MONTGOMERY AV,CHICKAWSAW AVE & MONTGOMERY AVE EB,0,CHIMONEN,
35.849366,0,BURWALWN,-86.392944,,,,,BURTON ST & WALNUT ST WB,0,BURWALWN,
36.167896,0,LEBOLDWN,-86.663903,,,,,LEBANON PIKE & OLD LEBANON RD WB,0,LEBOLDWN,
36.222824,0,GALGRNSN,-86.725842,,,,,GALLATIN PIKE & GREENLAND AVE SB,0,GALGRNSN,
36.237433,0,OAKPARNF,-86.765365,,,,,OAKVIEW DR & PARKWAY DR NB,0,OAKPARNF,
36.163543,0,ALA39ANN,-86.833819,,,,ALAMEDA ST & 39TH AV N,ALAMEDA ST & 39TH AVE N,0,ALA39ANN,
36.264179,0,OLDHERWN,-86.723925,,,,,OLD HICKORY BLVD & HERITAGE DR WB,0,OLDHERWN,
36.049469,0,BELHHOWN,-86.65147,,,,,BELL RD & HICKORY HOLLOW LN WB,0,BELHHOWN,
36.157437,0,HERPEAEN,-86.770645,,,,,HERMITAGE AVE & PEABODY ST EB,0,HERPEAEN,
36.171135,0,JEF12AEN,-86.79961,,,,JEFFERSON & 12 AVE,JEFFERSON ST & 12TH AVE N EB,0,JEF12AEN,
36.127614,0,12ALINNN,-86.789082,,,,12TH AV S & LINDEN AV,12TH AVE S & LINDEN AVE NB,0,12ALINNN,
36.186409,0,MCFSEYSN,-86.754283,,,,,MCFERRIN AVE & SEYMOUR AVE SB,0,MCFSEYSN,
36.107933,0,OLDSONSN,-86.922412,,,,OLD HICKORY BLVD & STATE HWY 251,OLD HICKORY BLVD & SONYA DR SB,0,OLDSONSN,
36.183588,0,CLA12AEN,-86.80815,,,,,CLAY ST & 12TH AVE N EB,0,CLA12AEN,
36.078213,0,HARMILEM,-86.730132,,,,HARDING PL & SHADESCREST DR,HARDING PIKE & MILNER DR EB,0,HARMILEM,
36.077845,0,HARMILEF,-86.731238,,,,,HARDING PIKE & MILNER DR EB,0,HARMILEF,
36.125078,0,FRAINVNF,-86.776593,,,,US HWY 31 & FRANKLIN PIKE,FRANKLIN PIKE & INVERNESS AVE NB,0,FRAINVNF,
36.168496,0,JEFI40EF,-86.812965,,,,JEFFERSON & I40,JEFFERSON ST & I-40 EB,0,JEFI40EF,
36.07487,0,H70OLDWN,-86.919841,,,,,HWY 70 & OLD HICKORY BLVD WB,0,H70OLDWN,
36.167885,0,JEFI40EN,-86.817622,,,,JEFFERSON & I40 W,JEFFERSON ST & I-40 EB,0,JEFI40EN,
36.219861,0,TUCKINNN,-86.826493,,,,,TUCKER RD & KINGS LN NB,0,TUCKINNN,
36.15858,0,1AVKORSN,-86.772148,,,,1ST AV S & GATEWAY,1ST AVE S & KOREAN VETS BLVD SB,0,1AVKORSN,
36.163749,0,39AALASN,-86.833864,,,,,39TH AVE N & ALAMEDA ST SB,0,39AALASN,
36.19301,0,LEBJUASN,-86.62348,,,,LEBANON PK & JUAREZ DR,LEBANON PIKE & JUAREZ DR NB,0,LEBJUASN,
36.12221,0,FRAHORNN,-86.775663,,,,FRANKLIN PK & HORNER AV,FRANKLIN PIKE & HORNER AVE NB,0,FRAHORNN,
36.101951,0,HARHAREN,-86.870292,,,,HARDING RD & HARDING PLACE,HARDING PIKE & HARDING PL EB,0,HARHAREN,
36.228221,0,GALGWYSN,-86.725299,,,,GALLATIN PK & GWYNN DR,GALLATIN PIKE & GWYNN DR SB,0,GALGWYSN,
36.192634,0,SCOSTRSN,-86.733226,,,,,SCOTT AVE & STRAIGHTWAY AVE SB,0,SCOSTRSN,
36.081385,0,BELPRINN,-86.629956,,,,BELL RD & EDGE O LAKE DR,BELL RD & PRIEST LAKE DR NB,0,BELPRINN,
36.199854,0,BUEKIRNF,-86.82531,,,,,BUENA VISTA PK & KIRK AVE NB,0,BUEKIRNF,
36.257412,0,GXIMADLB,-86.714068,,,,,MADISON STATION INBOUND,0,GXIMADLB,
36.184954,0,PORTILSF,-86.731504,,,,,PORTER RD & TILLMAN LN SB,0,PORTILSF,
36.188347,0,14SSHANN,-86.742854,,,,,N 14TH ST & SHARPE AVE NB,0,14SSHANN,
35.84836,0,NHIEBUNF,-86.383141,,,,,N HIGHLAND AVE & E BURTON ST NB,0,NHIEBUNF,
36.200411,0,SCOMONSN,-86.732986,,,,,SCOTT AVE & MONETTA AVE SB,0,SCOMONSN,
36.144774,0,MARERMWN,-86.689477,,,,MARRIOTT DR & ERMAC,MARIOTT DR & ERMAC DR WB,0,MARERMWN,
36.235556,0,MOOWILNF,-86.77501,,,,,MOOREWOOD DR & WILMOTH RD NB,0,MOOWILNF,
36.107739,0,MURDELEN,-86.677328,,,,MURFREESBORO & DELL PARKWAY,MURFREESBORO PIKE & DELL PKWY EB,0,MURDELEN,
36.194317,0,MCGSTOSN,-86.673155,,,,,MCGAVOCK PIKE & STONES RIVER RD SB,0,MCGSTOSN,
36.149462,0,CHALAFSN,-86.762447,,,,,CHARLES E DAVIS BLVD & LAFAYETTE ST SB,0,CHALAFSN,
36.165893,0,4AVDEASN,-86.780414,,,,4TH AVE N & DEADERICK ST,4TH AVE & DEADERICK ST SB,0,4AVDEASN,
36.102964,0,MURTOWEF,-86.666093,,,,US HWY 41 & MURFREESBORO PIKE,MURFREESBORO PIKE & TOWN PARK DR EB,0,MURTOWEF,
36.166215,0,UNI2AWN,-86.777565,,,,UNION ST N & SKYVIEW DR,UNION ST & 2ND AVE WB,0,UNI2AWN,
36.187591,0,COUHYDWM,-86.839847,,,,COUNTY HOSPITAL & HYDES FERRY,COUNTY HOSPITAL RD & HYES FERRY RD,0,COUHYDWM,
36.188382,0,COUHYDWF,-86.838941,,,,COUNTY HOSPITAL RD & HYDES FERRY RD,COUNTY HOSPITAL RD & HYES FERRY RD WB,0,COUHYDWF,
36.188483,0,DOMFREWN,-86.796212,,,,,DOMINICAN DR & FRENCH LANDING DR WB,0,DOMFREWN,
36.243287,0,CHERAISN,-86.767624,,,,CHESAPEAKE DR & RAIN WOOD,CHESAPEAKE DR & RAINWOOD DR SB,0,CHERAISN,
36.132222,0,ARTS,-86.74023,,,,ARTS SCHOOL RD & 2ND AVE S,ARTS MAGNET SCHOOL,0,ARTS,
36.202216,0,BAPHAYN,-86.788459,,,,,BAPTIST WORLD CENTER DR. & HAYNES MEADE CIR NB,0,BAPHAYN,
36.121215,0,MXIGLENG,-86.703814,,,,,GLENGARRY STATION INBOUND,0,MXIGLENG,
36.183683,0,MERHANNN,-86.768456,,,,,MERIDIAN ST & HANCOCK ST NB,0,MERHANNN,
36.175539,0,16SHOLSN,-86.742213,,,,,S 16TH ST & HOLLY ST SB,0,16SHOLSN,
36.097364,0,OLDRIDSF,-86.924945,,,,OLD HICKORY BLVD & MADISON AT RIDGELAKE APARTMENTS,OLD HICKORY BLVD & RIDGELAKE PKWY SB,0,OLDRIDSF,
36.261113,0,GALMAPNN,-86.712488,,,,,GALLATIN PIKE & MAPLE ST NB,0,GALMAPNN,
36.142286,0,MURPOLEN,-86.743092,,,,,MURFREESBORO PIKE & POLK AVE EB,0,MURPOLEN,
36.162409,0,HER22AWN,-86.810284,,,,HERMAN & 22 AVE,HERMAN ST & 22ND AVE N WB,0,HER22AWN,
36.161028,0,TEN50AWN,-86.847693,,,,,TENNESSEE AVE & 50TH AVE WB,0,TEN50AWN,
36.168654,0,JAM5AWF,-86.785174,,,,5 AVE & JAMES ROBERTSON,JAMES ROBERTSON PKWY & 5TH AVE N WB,0,JAM5AWF,
36.206752,0,TRIHAWM,-86.779458,,,,W TRINITY LN & HAMPTON ST,TRINITY LN & HAMPTON ST WB,0,TRIHAWM,
36.263944,0,STRDELWF,-86.705116,,,,STATE RT 45 & DELAWARE,ST RT 45 & DELAWARE AVE WB,0,STRDELWF,
36.215544,0,GALMARNN,-86.72963,,,,,GALLATIN PIKE & MARION AVE NB,0,GALMARNN,
36.143267,0,MURFESWF,-86.745293,,,,,MURFREESBORO PIKE & FESSLERS LN WB,0,MURFESWF,
36.247943,0,NEEJAPEF,-86.682633,,,,,NEELY'S BEND RD & JASPERSON DR EB,0,NEEJAPEF,
36.167926,0,21AMEHSM,-86.809378,,,,,21ST AVE N & MEHARRY BLVD NB,0,21AMEHSM,
36.14638,0,CHE1AVWF,-86.763375,,,,CHESTNUT ST & 1ST AV S,CHESTNUT & 1ST AVE WB,0,CHE1AVWF,
36.204187,0,MCGHUFEF,-86.729549,,,,MCGAVOCK PK & HUFFINE ST,MCGAVOCK PIKE & HUFFINE ST EB,0,MCGHUFEF,
36.132223,0,WESCAREN,-86.831601,,,,,WEST END AVE & CARDEN AVE EB,0,WESCAREN,
36.10623,0,NXIMORTN,-86.742755,,,,US HWY 31 ALT & MORTON AVE,MORTON STATION INBOUND,0,NXIMORTN,
35.849241,0,BURWALEF,-86.393012,,,,,BURTON ST & WALNUT ST EB,0,BURWALEF,
36.110922,0,MCNWOONF,-86.781879,,,,,MCNAIRY LN & WOODMONT BLVD NB,0,MCNWOONF,
36.107799,0,MURDELWN,-86.676468,,,,,MURFREESBORO PIKE & DELL PKWY WB,0,MURDELWN,
36.055908,0,NOLAPRNN,-86.715507,,,,US HWY 31 ALT & NOLENSVILLE PIKE,NOLENSVILLE PIKE & APRIL LN NB,0,NOLAPRNN,
36.159527,0,LEBLISWN,-86.703951,,,,US HWY 70 & LEBANON PIKE,LEBANON PIKE & LISA LN  WB,0,LEBLISWN,
36.192917,0,PORMCKNN,-86.726639,,,,PORTER RD & STRAIGHTWAY AV,PORTER RD & MCKENNEL DR NB,0,PORMCKNN,
36.135908,0,MAGWEDNM,-86.796114,,,,MAGNOLIA BLVD & STATE HWY 6,MAGNOLIA BLVD & WEDGEWOOD AVE NB,0,MAGWEDNM,
36.144475,0,MXOELMHI,-86.749604,,,,,ELM HILL STATION OUTBOUND,0,MXOELMHI,
36.134441,0,CXINVLWS,-86.888456,,,,6803 CHARLOTTE PIKE & HILLWOOD DR W,NASHVILLE WEST STATION INBOUND,0,CXINVLWS,
36.269553,0,DICOLDSN,-86.755684,,,,DICKERSON PK & OLDHICKORY BLVD,DICKERSON PIKE & OLD HICKORY BLVD S,0,DICOLDSN,
35.992096,0,MURNOLNN,-86.527094,,,,,MURFREESBORO PIKE & NOLAN DR NB,0,MURNOLNN,
36.253578,0,HAD17SNF,-86.6478,,,,,HADLEY AVE & 17TH ST NB,0,HAD17SNF,
36.163456,0,7AVUNINN,-86.783454,,,,,7TH AVE & UNION ST NB,0,7AVUNINN,
36.211304,0,WHIWNSF,-86.797421,,,,,WHITES CREEK PIKE & W NOCTURNE DR S,0,WHIWNSF,
35.982791,0,MURWASNN,-86.519191,,,,,MURFREESBORO PIKE & WASHINGTON ST N,0,MURWASNN,
36.120943,0,GRAKIRSN,-86.790663,,,,12TH AV S & KIRKWOOD AV,GRANNY WHITE PIKE & KIRKWOOD AVE SB,0,GRAKIRSN,
36.055174,0,MXIZELID,-86.642297,,,,,ZELIDA STATION INBOUND,0,MXIZELID,
36.210386,0,WHILUZSN,-86.796541,,,,,WHITES CREEK PIKE & LUZON ST SB,0,WHILUZSN,
36.080962,0,HARWAUWN,-86.751565,,,,,HARDING PL & WAUFORD DR WB,0,HARWAUWN,
36.263191,0,OLDMCAWN,-86.69152,,,,,OLD HICKORY BLVD & MCARTHUR DR WB,0,OLDMCAWN,
36.16867,0,JAM5AEN,-86.78388,,,,JAMES ROBERTSON PW & 5TH AV N,JAMES ROBERTSON PKWY & 5TH AVE N EB,0,JAM5AEN,
36.139263,0,WHIKENNN,-86.857334,,,,WHITEBRIDGE RD & KENDALL DR,WHITE BRIDGE PIKE & KENDALL DR NB,0,WHIKENNN,
36.162301,0,HER22AEN,-86.810251,,,,,HERMAN ST & 22ND AVE EB,0,HER22AEN,
36.221296,0,DICPINNN,-86.761766,,,,DICKERSON PK & PINE RIDGE DR,DICKERSON PIKE & PINE RIDGE DR NB,0,DICPINNN,
36.142803,0,MURFESEN,-86.744655,,,,MURFREESBORO & FESSLERS LANE,MURFREESBORO PIKE & FESSLERS LN EB,0,MURFESEN,
36.153222,0,20ACHUNN,-86.800614,,,,20TH AV N & CHURCH ST,20TH AVE N & CHURCH ST NB,0,20ACHUNN,
36.150705,0,12ADIVNN,-86.784306,,,,,12TH AVE S & DIVISION ST NB,0,12ADIVNN,
36.221537,0,DICPINSM,-86.761811,,,,DICKERSON PK & PINE RIDGE DR,DICKERSON PIKE & PINE RIDGE DR SB,0,DICPINSM,
36.13031,0,10ASDONN,-86.785797,,,,10TH AV S & S DOUGLAS AV,10TH AVE S & S DOUGLAS AVE NB,0,10ASDONN,
36.231512,0,EWIBRIWN,-86.78049,,,,,EWING DR & BRICK CHURCH PIKE WB,0,EWIBRIWN,
36.076143,0,EDMNOLEN,-86.727693,,,,,EDMONDOSN PIKE & NOLENSVILLE PIKE E,0,EDMNOLEN,
36.225139,0,BOYFARNN,-86.826484,,,,BOYD DRIVE & FARMVIEW DR,BOYD DR & FARMVIEW DR NB,0,BOYFARNN,
36.148955,0,CHALELEM,-86.86344,,,,CHARLOTTE PK & OCEOLA AV,CHARLOTTE PIKE & LELLYETT ST EB,0,CHALELEM,
36.169688,0,2AGAYNM,-86.779909,,,,2ND AVE N & GAY ST,2ND AVE & GAY ST NB,0,2AGAYNM,
36.05434,0,MURMTVSN,-86.618866,,,,,MURFREESBORO PIKE & MT VIEW RD SB,0,MURMTVSN,
36.13998,0,21APIESN,-86.800488,,,,21ST AV S & PIERCE AV,21ST AVE S & PIERCE AVE SB,0,21APIESN,
36.21714,0,ROWBUESN,-86.819509,,,,ROWAN DR & BUENA VISTA PK,ROWAN DR & BUENA VISTA PIKE SB,0,ROWBUESN,
36.080494,0,HARJONWN,-86.717779,,,,,HARDING PIKE & JONQUIL DR WB,0,HARJONWN,
36.149953,0,DIV9AEF,-86.780623,,,,DIVISION & 9 AVE,DIVISION ST & 9TH AVE S EB,0,DIV9AEF,
36.158034,0,HEAD,-86.804426,,,,20TH AV N & PEARL ST,HEAD MIDDLE SCHOOL,0,HEAD,
36.229387,0,EWIDICEN,-86.759713,,,,EWING DR & DICKERSON PK,EWING DR & DICKERSON PIKE EB,0,EWIDICEN,
36.160554,0,CHU10AEN,-86.786135,,,,,CHURCH ST & 10TH AVE EB,0,CHU10AEN,
36.191741,0,PONATHE2,-86.80253,,,,,PONDER PL & ATHENS WAY EB,0,PONATHE2,
35.860611,0,NBP&R,-86.351782,,,,,NORTH BOULEVARD CHURCH OF CHRIST PA,0,NBP&R,
36.113644,0,BELWOONF,-86.799885,,,,BELMONT BV & WOODMONT BV,BELMONT BLVD & WOODMONT BLVD NB,0,BELWOONF,
36.062993,0,APACIMNN,-86.683552,,,,,APACHE TRL & CIMARRON WAY NB,0,APACIMNN,
36.196528,0,DICLUCSN,-86.771895,,,,DICKERSON PK & LUCILE ST,DICKERSON PIKE & LUCILE ST SB,0,DICLUCSN,
36.203156,0,LISJOYNN,-86.761547,,,,,LISCHEY AVE & JOY AVE NB,0,LISJOYNN,
36.14316,0,EDG15AWN,-86.790598,,,,,EDGEHILL AVE & 15TH AVE S WB,0,EDG15AWN,
36.168866,0,LEBFAIEN,-86.683426,,,,,LEBANON PIKE & FAIRWAY DR EB,0,LEBFAIEN,
36.118756,0,GRAFERNN,-86.791055,,,,GRANNY WHITE PK & FERGUSON AV,GRANNY WHITE PIKE & FERGUSON AVE NB,0,GRAFERNN,
36.196752,0,BAPWEASN,-86.782971,,,,BAPTIST WORLD CTR DR & WEAKLEY,BAPTIST WORLD CENTER  DR & WEAKLEY AVE SB,0,BAPWEASN,
36.170033,0,SHE8SWN,-86.756138,,,,,SHELBY AVE & S 8TH ST WB,0,SHE8SWN,
36.168884,0,LEBFAIEF,-86.68186,,,,,LEBANON PIKE & FAIRWAY DR EB,0,LEBFAIEF,
36.235891,0,WHGRENN,-86.816644,,,,WHITES CREEK PK & GREEN LN,WHITES CREEK PIKE & GREEN LN NB,0,WHGRENN,
36.174837,0,WOO9SEN,-86.756737,,,,,WOODLAND ST & S 9TH ST EB,0,WOO9SEN,
36.155301,0,23ACHANN,-86.809337,,,,,23RD AVE & CHARLOTTE PK NB,0,23ACHANN,
36.161455,0,JOJ17AWN,-86.799819,,,,JO JOHNSTON AVE & 17TH AVE N,JO JOHNSTON AVE  & 17TH AVE WB,0,JOJ17AWN,
36.188416,0,BAILSCHL,-86.733916,,,,,BAILEY MAGNET SCHOOL,0,BAILSCHL,
36.157946,0,DEM6AWN,-86.77853,,,,DEMONBREUN ST & UNKNOWN AL,DEMONBREUN ST & 6TH AVE S,0,DEM6AWN,
36.166358,0,MCC5_3,-86.78148,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 3,0,MCC5_3,
36.166259,0,MCC5_2,-86.781861,,,,,MUSIC CITY CENTRAL 5TH - BAY 2,0,MCC5_2,
36.166215,0,MCC5_1,-86.781682,,,,MUSIC CITY CENTRAL 5TH CIR & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 1,0,MCC5_1,
36.166804,0,MCC5_7,-86.781446,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 7,0,MCC5_7,
36.166501,0,MCC5_6,-86.781233,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 6,0,MCC5_6,
36.166456,0,MCC5_5,-86.781188,,,,MUSIC CITY CENTRAL 5TH CIR & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 5,0,MCC5_5,
36.166402,0,MCC5_4,-86.78148,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 4,0,MCC5_4,
36.166706,0,MCC5_9,-86.781693,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 9,0,MCC5_9,
36.166768,0,MCC5_8,-86.781424,,,,UNNAMED & 5TH AVE N,MUSIC CITY CENTRAL 5TH - BAY 8,0,MCC5_8,
36.016652,0,MURVETWN,-86.561482,,,,,MURFREESBORO PIKE & VETERANS MEMORI,0,MURVETWN,
36.039628,0,OLDBREEF,-86.759489,,,,OLD HICKORY BLVD & ENTRANCE,OLD HICKORY BLVD & BRENTWOOD CHASE DR EB,0,OLDBREEF,
36.160663,0,DRDJOJSN,-86.802047,,,,555 DR DB TODD JR BLVD & JO JOHNSTON AVE,DR DB TODD JR BLVD & JO JOHNSTON AV,0,DRDJOJSN,
36.03968,0,OLDBREEM,-86.755692,,,,OLD HICKORY BV & BRENTWOOD CHASE DR,OLD HICKORY BLVD & BRENTWOOD CHASE,0,OLDBREEM,
36.157777,0,CLIINDEN,-86.829643,,,,,CLIFTON AVE & INDIANA AVE EB,0,CLIINDEN,
36.153395,0,ELMERMWF,-86.687213,,,,ELM HILL PK & MARRIOTT DR,ELM HILL PK & ERMAC DR WB,0,ELMERMWF,
36.19455,0,PORBRASN,-86.725538,,,,,PORTER RD & BRANCH ST SB,0,PORBRASN,
36.087796,0,NASMUREM,-86.646873,,,,NASHBORO BLVD & RAMP,NASHBORO BLVD & MURFREESBORO PIKE E,0,NASMUREM,
36.201715,0,LEBTYLNF,-86.617208,,,,LEBANON PK & TYLER DR,LEBANON PIKE & TYLER DR  NB,0,LEBTYLNF,
36.193904,0,BAPWILEN,-86.778438,,,,BAPTIST WORLD DR & WILLIS,BAPTIST WORLD CENTER DR & WILLIS ST EB,0,BAPWILEN,
36.143253,0,PREWILSM,-86.88215,,,,PREMIER DR & SEQUOIA VLG,PREMIER DR & WILCLAY AVE SB,0,PREWILSM,
36.162303,0,JOJ16AWN,-86.797924,,,,,JO JOHNSTON AVE & 16TH AVE WB,0,JOJ16AWN,
36.138623,0,HAMMAREN,-86.769774,,,,HAMILTON AVE & MARTIN ST,HAMILTON & MARTIN EB,0,HAMMAREN,
36.174034,0,MAI6SWN,-86.762639,,,,MAIN & 6 AVE,MAIN ST & N 6TH ST WB,0,MAI6SWN,
36.144567,0,PREWILSF,-86.879954,,,,,PREMIER DR & WILCLAY DR SB,0,PREWILSF,
36.271168,0,GALROOSN,-86.710472,,,,N GALLATIN PK & NESBITT LN,GALLATIN PIKE & ROOSEVELT AVE SB,0,GALROOSN,
36.277749,0,HUNDICEM,-86.752571,,,,,HUNTERS LN & DICKERSON PIKE EB,0,HUNDICEM,
36.242816,0,BRIMASSN,-86.780512,,,,,BRICK CHURCH PIKE & MASONWOOD DR SB,0,BRIMASSN,
36.170853,0,5SRUSSN,-86.764262,,,,5 ST & RUSSELL,S 5TH ST & RUSSELL ST SB,0,5SRUSSN,
36.15983,0,2AVDEMNN,-86.773752,,,,2ND AV S & DEMONBREUN ST,2ND AVE S & DEMONBREUN ST NB,0,2AVDEMNN,
36.072026,0,EDMBLAWF,-86.733038,,,,EDMONDSON PIKE & BLACKMAN RD,EDMONDSON PK & BLACKMAN RD WB,0,EDMBLAWF,
36.141251,0,ANNPREEF,-86.883841,,,,ANNEX AV & OLD HICKORY BV,ANNEX AVE & PREMIER DR EB,0,ANNPREEF,
36.19918,0,GREATHIM,-86.799771,,,,,GREAT CIRCLE RD & ATHENS WAY EB,0,GREATHIM,
36.144012,0,31AHEDNF,-86.816447,,,,,31ST AVE N & HEDRICK ST NB,0,31AHEDNF,
36.143683,0,EDG18AWN,-86.795468,,,,,EDGE HILL AVE & 18TH AVE S WB,0,EDG18AWN,
36.188373,0,MCFELLSF,-86.754583,,,,MCFERRIN & SHARPE,MCFERRIN AVE & ELLINGTON PKWY SB,0,MCFELLSF,
36.051991,0,HICHICNN,-86.655296,,,,PARKING LOT & MURFREESBORO PIKE,HICKORY HOLLOW PL & HICKORY HOLLOW,0,HICHICNN,
36.076501,0,EDMNOLWF,-86.727201,,,,,EDMONDSON PIKE & NOLENSVILLE PIKE W,0,EDMNOLWF,
36.143945,0,8AOLYSN,-86.778978,,,,8TH AVENUE S & OLYMPIC,8TH AVE S & OLYMPIC ST SB,0,8AOLYSN,
36.143151,0,8AOLYSM,-86.778901,,,,8TH AV S & OLYMPIC ST,8TH AVE S & OLYMPIC ST SB,0,8AOLYSM,
36.127254,0,BELPRISF,-86.629671,,,,,BELL RD & PRIEST WOODS DR SB,0,BELPRISF,
36.24119,0,DOVEAGEN,-86.767902,,,,,DOVERSIDE DR & EAGLEWOOD LN EB,0,DOVEAGEN,
